"treeIndep_inc","treeIndep_exc","treeDep_inc","treeDep_exc","treeIndep_acc","treeDep_acc","treeIndep_auc","treeDep_auc","model","beta1","beta2"
TRUE,FALSE,TRUE,TRUE,0.6395,0.65225,0.620134115194349,0.654477712083842,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,FALSE,FALSE,0.628,0.6035,0.658647148212096,0.628339324710409,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.63125,0.63125,0.66114006076739,0.66114006076739,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,FALSE,0.6355,0.6355,0.607009105734227,0.607529040244604,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.64075,0.6345,0.627017891658285,0.655791207571049,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,TRUE,0.6205,0.64225,0.64981882322444,0.635047609387005,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.63975,0.63975,0.638428303691452,0.638428303691452,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,TRUE,0.60975,0.6345,0.660361996334686,0.664278464033973,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,TRUE,0.6365,0.6365,0.653260988880887,0.670041080414631,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.61975,0.61975,0.647417323797298,0.647417323797298,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.6345,0.6375,0.625858012170386,0.619287221095335,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.637,0.651,0.631681089473297,0.654066577362032,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.6155,0.6155,0.633904090629831,0.633904090629831,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.62825,0.62825,0.664921426738325,0.664921426738325,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.64275,0.64275,0.662405731800491,0.662405731800491,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.629,0.5965,0.64726653653747,0.61017033633145,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.61775,0.61775,0.630558334655429,0.629718398936279,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.65475,0.65475,0.670942334194764,0.670942334194764,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,FALSE,0.64,0.64,0.646614496195447,0.643608714404286,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.63025,0.63025,0.669940049225451,0.662519085791589,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.613,0.6375,0.650626487339234,0.663224685152009,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.5945,0.5945,0.610758599175347,0.610758599175347,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,TRUE,FALSE,0.619,0.63225,0.634003949831177,0.64260532950339,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.64875,0.64875,0.626540774415623,0.626540774415623,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.62775,0.62775,0.642711709733934,0.642711709733934,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.606,0.606,0.648885645634278,0.648885645634278,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.62075,0.633,0.652340504754402,0.642807217480016,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.644,0.644,0.656588447161351,0.656588447161351,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,TRUE,FALSE,0.627,0.627,0.607574394644911,0.597546296890166,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.61,0.61,0.631827691963425,0.631827691963425,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.63575,0.63575,0.651397473409316,0.651397473409316,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.6335,0.6335,0.667048333658156,0.667048333658156,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.60125,0.61875,0.62308847349251,0.618129847056679,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.6325,0.6325,0.662741237043099,0.654447914535597,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.63,0.63,0.663434907081616,0.661791619298509,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,TRUE,0.63175,0.63175,0.639490020078522,0.654927822544727,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.63775,0.63775,0.656820868093515,0.656820868093515,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.60025,0.63225,0.597633426680305,0.578076078181483,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.63025,0.63025,0.649222796259896,0.649222796259896,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.64775,0.64775,0.652790514182779,0.674505014201981,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.62375,0.62375,0.635762688167032,0.635762688167032,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.61675,0.61675,0.645635988969785,0.646071878521934,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.6395,0.6395,0.662976125682494,0.662976125682494,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.6355,0.6355,0.657380425855234,0.645590836633177,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,TRUE,0.63425,0.647,0.593781880634526,0.619842178544689,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,TRUE,FALSE,0.58025,0.62975,0.624289597232518,0.653444288383425,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.627,0.63,0.626295729040947,0.626323605936576,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,FALSE,0.62175,0.62175,0.651344128332214,0.662223446412071,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.63375,0.61375,0.613565781159184,0.60025049353174,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.65075,0.65075,0.677015187083243,0.677015187083243,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.635,0.635,0.62398541149822,0.62398541149822,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.63925,0.63925,0.667873956218654,0.667873956218654,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.6345,0.6345,0.665832666888995,0.665832666888995,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.6335,0.625,0.638701220898707,0.638570855416208,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.63875,0.634,0.658860095206495,0.645790667596612,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.63875,0.63875,0.653970365251283,0.653970365251283,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.638,0.638,0.630433700474435,0.630433700474435,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.60275,0.60275,0.625174633119548,0.625174633119548,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.64325,0.64325,0.656814567536144,0.656814567536144,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.62575,0.62575,0.643571868734139,0.627368467124688,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,TRUE,0.6165,0.64225,0.655432794127694,0.647199262816933,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.61975,0.63175,0.658764367237098,0.629067174313746,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.6305,0.6195,0.635371705837936,0.632503108927157,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.63175,0.63175,0.639738347906426,0.628942653557465,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.641,0.641,0.675890243275297,0.675890243275297,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.61625,0.61625,0.631303945038747,0.631303945038747,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,FALSE,0.6285,0.6285,0.625547132980187,0.608563974786736,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,FALSE,FALSE,0.628,0.628,0.65435292317307,0.613901659132936,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.63875,0.63875,0.634565510329837,0.634565510329837,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.642,0.642,0.634751382507527,0.634751382507527,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.62775,0.62775,0.619537299816335,0.619537299816335,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.6265,0.6265,0.612604982312864,0.634074740034894,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.64,0.63875,0.643751921397084,0.664343203840763,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.6135,0.6135,0.628892342951104,0.628892342951104,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.5815,0.5815,0.599098449981229,0.59867888412388,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.636,0.6375,0.629149453020691,0.660261295283347,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.596,0.596,0.620835588379725,0.620835588379725,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.5845,0.5845,0.583524828889455,0.583524828889455,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.64575,0.64575,0.673092837894807,0.645155707026372,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.5775,0.5775,0.617730469503762,0.617730469503762,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.632,0.632,0.637192303636074,0.652192535006952,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.61075,0.62275,0.651815721488013,0.651250665417371,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,FALSE,0.62475,0.62475,0.647151465516253,0.642321818800805,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.63325,0.63325,0.658133498888511,0.658133498888511,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.637,0.637,0.665949580722308,0.665949580722308,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.6195,0.6195,0.60592849135467,0.62428808468531,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.632,0.632,0.65587568298551,0.653970872133549,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.596,0.596,0.610594667172046,0.610594667172046,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.62075,0.62075,0.654836274935879,0.654836274935879,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,TRUE,FALSE,0.56625,0.61925,0.60971062011918,0.66194498108895,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.6005,0.6005,0.641883972493396,0.641883972493396,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,TRUE,FALSE,0.61025,0.621,0.612748090946615,0.626596521137177,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.6275,0.6275,0.646563824273323,0.646563824273323,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.6205,0.6205,0.64795134947407,0.64795134947407,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.6335,0.6335,0.663426005398209,0.663426005398209,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.5875,0.5875,0.62180212160658,0.62180212160658,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.63,0.63,0.64999475256941,0.656116619331317,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.621,0.621,0.636264041052173,0.636264041052173,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.6285,0.62975,0.656937055555362,0.643645632825905,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.624,0.624,0.660158381069285,0.641716107474086,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.64125,0.64125,0.674317711274233,0.674317711274233,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.62325,0.62325,0.646301615325832,0.649152730498747,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.63225,0.63225,0.603772360828553,0.603772360828553,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.58,0.58,0.638446876225523,0.638446876225523,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.63175,0.63175,0.656098118594804,0.656098118594804,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.63125,0.63125,0.652277222253216,0.650569900377509,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.6135,0.6135,0.658978047951011,0.658978047951011,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.64625,0.64075,0.627176493906815,0.62874028610289,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.63375,0.63375,0.655730402505409,0.655730402505409,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.6165,0.60425,0.650673718725849,0.592064798766024,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.6285,0.6285,0.651085147936027,0.62373507817862,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.64475,0.64475,0.655951046167019,0.655951046167019,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.6255,0.6255,0.638505083783441,0.627800563287688,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.63725,0.63475,0.652105472194735,0.655075495957617,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,TRUE,FALSE,0.58825,0.63825,0.615030056648397,0.660574669799152,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,TRUE,0.63525,0.63525,0.673542929540188,0.674711428932876,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.60875,0.60125,0.632615435530417,0.640220764758705,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.625,0.625,0.653427947880212,0.653427947880212,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.63825,0.62475,0.600463132523467,0.585973897938683,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,TRUE,FALSE,0.634,0.634,0.637477393336821,0.635018965326009,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.5855,0.5855,0.628150500939498,0.625259967255188,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.61875,0.61875,0.644868908442832,0.644868908442832,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.61375,0.61375,0.658730020630244,0.658730020630244,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.61625,0.61625,0.642940902683582,0.642363493709939,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.588,0.588,0.610912118433826,0.610912118433826,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.63,0.63,0.672295152295152,0.672295152295152,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.629,0.629,0.625286638583471,0.625286638583471,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,FALSE,FALSE,0.60025,0.60025,0.619179433774591,0.615768329561613,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.61475,0.61475,0.625407017510157,0.625407017510157,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.62925,0.62925,0.657984932734646,0.657984932734646,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.609,0.609,0.628738768551049,0.629050307188751,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,FALSE,0.62775,0.62775,0.653140773626307,0.655742997853511,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.61375,0.61375,0.634001172453298,0.633610890788415,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.6175,0.6175,0.654036133825693,0.654036133825693,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.61125,0.61125,0.607296812641571,0.6086678891166,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.6425,0.6425,0.681925933988191,0.680625969361378,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.6405,0.6405,0.65064508669014,0.651398040691002,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,FALSE,FALSE,0.618,0.618,0.654969162473102,0.622111364560565,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.62075,0.62075,0.652090951906029,0.623960304572422,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.62125,0.62125,0.62058445625468,0.62058445625468,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.61325,0.6395,0.631086125060863,0.618258348072296,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,FALSE,0.608,0.608,0.6490412,0.6445588,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.6035,0.6235,0.652251984126984,0.64108697983698,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.6485,0.6485,0.681394723407238,0.683097136998299,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,FALSE,0.63,0.63625,0.658798128531789,0.660815425434954,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.62525,0.62525,0.665155952295533,0.642039248343358,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,FALSE,FALSE,0.63875,0.635,0.66221348829684,0.628569598748787,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,FALSE,0.63225,0.6215,0.654065511800853,0.632655481148358,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,TRUE,0.61525,0.62525,0.622963356351922,0.640863867928479,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.609,0.609,0.617089632476097,0.617089632476097,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.6255,0.6255,0.629217717248839,0.628127191451704,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.60025,0.62725,0.639762983373871,0.626013821737386,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.6305,0.6305,0.660191022014205,0.660191022014205,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.62075,0.62075,0.576000708351069,0.576000708351069,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,TRUE,0.62725,0.62225,0.636568468222697,0.6228270488366,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,FALSE,FALSE,0.6315,0.62225,0.642379707710865,0.630118772509565,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.5845,0.6025,0.634007927947363,0.643946176248517,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.611,0.611,0.569807822272729,0.569807822272729,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,FALSE,0.62075,0.5935,0.623153311513321,0.601824396987753,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,TRUE,TRUE,0.624,0.635,0.624419695825693,0.643242368676518,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.605,0.605,0.615933544693458,0.615933544693458,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,FALSE,0.6295,0.6295,0.650408028602767,0.651120054005224,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.60725,0.6365,0.650972855983602,0.622186297571723,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.63075,0.63075,0.654344330617623,0.654344330617623,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.55725,0.55725,0.610872319921264,0.610872319921264,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,FALSE,0.64275,0.64275,0.66212306669726,0.661946690205307,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.64175,0.64175,0.642489629181212,0.642489629181212,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,TRUE,0.64125,0.64125,0.651259313595642,0.667392329061135,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.59925,0.59925,0.620750382276059,0.620750382276059,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.62475,0.62475,0.639844883182892,0.639844883182892,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,TRUE,0.5725,0.58675,0.615085972989738,0.628045205270066,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,TRUE,0.6255,0.6255,0.661449745410614,0.652776843945404,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.62675,0.62675,0.657828536397172,0.657828536397172,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.63775,0.63775,0.634942258812905,0.634942258812905,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,FALSE,FALSE,0.63625,0.6305,0.674256239915203,0.628049608760524,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.64325,0.6385,0.650713890446843,0.632265713867713,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.6305,0.6305,0.654781631465123,0.654781631465123,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.61925,0.619,0.653887238302823,0.643336641713265,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,TRUE,0.639,0.639,0.667712492251137,0.668316957763819,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.62325,0.62325,0.640750791228977,0.645869969293823,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.629,0.642,0.593483913529647,0.615686021772046,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,TRUE,TRUE,0.6355,0.6355,0.646982005463225,0.646982005463225,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.63175,0.63175,0.657797927212302,0.657797927212302,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.60125,0.60125,0.639182278312482,0.639182278312482,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,FALSE,0.63875,0.63875,0.671141246719544,0.671141246719544,"A",0.693147180559945,1.38629436111989
TRUE,FALSE,TRUE,TRUE,0.6335,0.6335,0.661333114968883,0.662470657276995,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,TRUE,FALSE,0.63675,0.6315,0.584737815000065,0.643779685727819,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.623,0.623,0.633501491070407,0.633501491070407,"A",0.693147180559945,1.38629436111989
TRUE,TRUE,FALSE,FALSE,0.63075,0.63075,0.626665589595492,0.628699907775781,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.56675,0.56675,0.588569678595439,0.588569678595439,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,TRUE,FALSE,0.57575,0.625,0.62986099657302,0.661943789556067,"A",0.693147180559945,1.38629436111989
FALSE,FALSE,FALSE,FALSE,0.60725,0.60725,0.619618311633406,0.618581688312772,"A",0.693147180559945,1.38629436111989
