"treeIndep_inc","treeIndep_exc","treeDep_inc","treeDep_exc","treeIndep_acc","treeDep_acc","treeIndep_auc","treeDep_auc","model","beta1","beta2"
TRUE,TRUE,TRUE,TRUE,0.63175,0.6035,0.656573908210916,0.620133389332035,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,FALSE,0.62175,0.65675,0.652504206554656,0.672850096385482,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.621,0.628,0.659601221289533,0.657925407925408,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.61275,0.61275,0.614317199182275,0.614317199182275,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,TRUE,0.62225,0.60875,0.592604149189591,0.561085187797853,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.55925,0.55925,0.591021701776896,0.591021701776896,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.64575,0.64575,0.679416998587012,0.679416998587012,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.61225,0.632,0.648719295056916,0.639573345181116,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,FALSE,0.63625,0.63625,0.661863857126898,0.655706402129712,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.6325,0.6325,0.648145501870201,0.663895744542859,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.62275,0.6275,0.655103151565416,0.644242108127721,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.64275,0.64275,0.623048732988038,0.632013721437828,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.63425,0.63425,0.617522458455595,0.617522458455595,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.632,0.632,0.618646700433407,0.618646700433407,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.638,0.638,0.655602826099377,0.655990369098324,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,FALSE,0.63925,0.63925,0.6668341576437,0.66227341628202,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.6315,0.6315,0.640986652404677,0.641710057594028,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,FALSE,FALSE,0.628,0.628,0.649132550852681,0.602918357475515,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.63,0.63,0.652356016731017,0.660664012226512,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.63475,0.63475,0.636300542475102,0.646630294982126,"A",1.38629436111989,0.693147180559945
FALSE,FALSE,TRUE,FALSE,0.636,0.636,0.647866651545816,0.633486531902087,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.60025,0.60025,0.645013617325146,0.643275618396558,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.62475,0.62475,0.614559951568186,0.614559951568186,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,FALSE,FALSE,0.61125,0.60075,0.610667395227286,0.618400729202523,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,TRUE,0.63425,0.63425,0.650359556164259,0.660365664787671,"A",1.38629436111989,0.693147180559945
FALSE,FALSE,FALSE,FALSE,0.64025,0.64025,0.614537189721592,0.614537189721592,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.63625,0.63625,0.634919085330039,0.634919085330039,"A",1.38629436111989,0.693147180559945
FALSE,FALSE,FALSE,FALSE,0.6035,0.6035,0.626024431021465,0.626024431021465,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.63925,0.63925,0.639128459089549,0.639128459089549,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.63025,0.63025,0.660321588866983,0.660321588866983,"A",1.38629436111989,0.693147180559945
FALSE,FALSE,FALSE,FALSE,0.585,0.585,0.622003888386867,0.621704865960185,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.6195,0.6195,0.649400826311604,0.649400826311604,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.608,0.608,0.632759560315768,0.632759560315768,"A",1.38629436111989,0.693147180559945
FALSE,FALSE,FALSE,FALSE,0.63725,0.62175,0.608639514583765,0.618062542059845,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,FALSE,0.6215,0.6215,0.658454391496141,0.655305607432844,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.624,0.624,0.659830196399345,0.659830196399345,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.64425,0.64425,0.628074695035902,0.628074695035902,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,FALSE,0.60925,0.6015,0.618499898239503,0.639458426102541,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,TRUE,0.643,0.643,0.65679377511607,0.665215922342303,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,FALSE,FALSE,0.6555,0.59525,0.660419198514075,0.630006997595284,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.6345,0.64275,0.624486595128598,0.594348220064725,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,FALSE,FALSE,0.63475,0.63475,0.636910331612607,0.621527308821535,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.63175,0.63175,0.652232720523457,0.652232720523457,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.6395,0.6395,0.641854468697914,0.641854468697914,"A",1.38629436111989,0.693147180559945
FALSE,FALSE,FALSE,FALSE,0.62125,0.56775,0.62407558125196,0.626371671150709,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.653,0.653,0.662021274013531,0.662021274013531,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.626,0.626,0.660102969030549,0.660102969030549,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.63175,0.63175,0.659353954393189,0.657883896948496,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,FALSE,0.6205,0.6205,0.654241389076338,0.650074541983018,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.64525,0.64525,0.656853943505953,0.673416130616783,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.631,0.631,0.660021785439724,0.655320978229592,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.635,0.635,0.671702782209477,0.670318745750618,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.6345,0.6345,0.677223979371286,0.668292164300983,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.63025,0.63025,0.66171663100946,0.66171663100946,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.60325,0.60325,0.612824139556813,0.612824139556813,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.6355,0.6345,0.666337959815454,0.657431073112955,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.62875,0.62875,0.64572242722514,0.659294319773519,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.611,0.6275,0.654607814568969,0.654607814568969,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.6365,0.6365,0.635300836006747,0.635300836006747,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.59275,0.63225,0.60013572175948,0.60013572175948,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,FALSE,0.63375,0.63375,0.656537350808813,0.662440508646862,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.642,0.642,0.67274645030426,0.671298985801217,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.6185,0.6185,0.637492356154183,0.636557820428289,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.61675,0.61675,0.648832512352213,0.647396420322336,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.58975,0.58975,0.611095713093655,0.616896327948108,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.62825,0.62825,0.650936849967258,0.650936849967258,"A",1.38629436111989,0.693147180559945
FALSE,FALSE,FALSE,FALSE,0.638,0.6365,0.626776440562751,0.63233761513026,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.631,0.631,0.665784673134439,0.665333684402406,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.641,0.641,0.652173687271519,0.651010646787707,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.645,0.645,0.674549932065217,0.674549932065217,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.6285,0.6285,0.632592743088235,0.632592743088235,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,FALSE,0.619,0.619,0.663867498382047,0.657648764233615,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.63975,0.63975,0.652827415940094,0.652827415940094,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,FALSE,0.6395,0.6395,0.666647864014179,0.668577609927369,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.63025,0.63025,0.653962476925659,0.659786541366001,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,TRUE,0.64725,0.64725,0.671840177590185,0.644919102547824,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.632,0.63025,0.638270304915895,0.621697226349718,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.63125,0.63125,0.659292767242826,0.658680583990602,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,FALSE,FALSE,0.63675,0.6335,0.65386440358291,0.554889076416366,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.61825,0.61825,0.639179865095217,0.639179865095217,"A",1.38629436111989,0.693147180559945
TRUE,FALSE,FALSE,FALSE,0.6365,0.631,0.641107203791367,0.618040435626832,"A",1.38629436111989,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.62625,0.62625,0.632560097994182,0.632560097994182,"A",1.38629436111989,0.693147180559945
