"treeIndep_inc","treeIndep_exc","treeDep_inc","treeDep_exc","treeIndep_acc","treeDep_acc","treeIndep_auc","treeDep_auc","model","beta1","beta2"
TRUE,TRUE,TRUE,FALSE,0.595,0.595,0.600691721422698,0.596588071423302,"A",0.693147180559945,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.56825,0.56825,0.565552871924823,0.565552871924823,"A",0.693147180559945,0.693147180559945
TRUE,TRUE,TRUE,FALSE,0.59425,0.60125,0.596223473924592,0.591241164676398,"A",0.693147180559945,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.58275,0.57425,0.568942860247483,0.558622453513154,"A",0.693147180559945,0.693147180559945
FALSE,FALSE,TRUE,FALSE,0.538,0.5795,0.547698858663508,0.559258222529643,"A",0.693147180559945,0.693147180559945
FALSE,FALSE,FALSE,FALSE,0.55225,0.55225,0.576064973732979,0.576064973732979,"A",0.693147180559945,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.605,0.605,0.616447557541347,0.616447557541347,"A",0.693147180559945,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.58075,0.6005,0.595420379109452,0.58957870378705,"A",0.693147180559945,0.693147180559945
TRUE,TRUE,TRUE,FALSE,0.607,0.607,0.616617317708333,0.61135703125,"A",0.693147180559945,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.577,0.57225,0.595403716778722,0.589640332649535,"A",0.693147180559945,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.59025,0.595,0.599158857902254,0.588651111475619,"A",0.693147180559945,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.60775,0.60775,0.592822578763418,0.592822578763418,"A",0.693147180559945,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.60225,0.575,0.567317093148467,0.52865722403546,"A",0.693147180559945,0.693147180559945
FALSE,FALSE,TRUE,TRUE,0.5545,0.58325,0.564473781376518,0.555394461538462,"A",0.693147180559945,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.603,0.58575,0.583598197207619,0.582433837394666,"A",0.693147180559945,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.60275,0.60275,0.608106750082679,0.608106750082679,"A",0.693147180559945,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.5975,0.5975,0.543542451726916,0.543542451726916,"A",0.693147180559945,0.693147180559945
FALSE,FALSE,FALSE,FALSE,0.5785,0.548,0.575509694286972,0.527139602909581,"A",0.693147180559945,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.59,0.59,0.592306479950393,0.576925382389417,"A",0.693147180559945,0.693147180559945
TRUE,FALSE,FALSE,FALSE,0.59325,0.59325,0.543608787984937,0.546249801917439,"A",0.693147180559945,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.60425,0.60425,0.596072617861845,0.536098142474173,"A",0.693147180559945,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.56475,0.56475,0.588421825809387,0.588421825809387,"A",0.693147180559945,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.58875,0.58875,0.56010171937587,0.56010171937587,"A",0.693147180559945,0.693147180559945
TRUE,FALSE,TRUE,FALSE,0.54525,0.54525,0.557913479942623,0.555743400480481,"A",0.693147180559945,0.693147180559945
TRUE,TRUE,TRUE,FALSE,0.59625,0.59625,0.60300267678474,0.602869617193794,"A",0.693147180559945,0.693147180559945
FALSE,FALSE,TRUE,FALSE,0.599,0.599,0.556663042935233,0.580507854945275,"A",0.693147180559945,0.693147180559945
TRUE,TRUE,FALSE,FALSE,0.5985,0.5985,0.581819846419702,0.563767633071887,"A",0.693147180559945,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.5685,0.5685,0.57851015625,0.57821640625,"A",0.693147180559945,0.693147180559945
TRUE,TRUE,TRUE,TRUE,0.5995,0.6005,0.563301523680287,0.569364780703959,"A",0.693147180559945,0.693147180559945
